None,count,count,count,count,count,count
136901,45.0,,,,,65.0
136903,3.0,,,,,7.0
136906,10.0,,,,,19.0
136908,1.0,,,,,
136909,333.0,8.0,4.0,,1.0,515.0
136914,5.0,,,,,1.0
136918,1.0,,,,,
136919,5454.0,143.0,72.0,13.0,31.0,9156.0
136924,122.0,5.0,1.0,,,180.0
136933,426.0,27.0,3.0,1.0,2.0,787.0
136939,65.0,,,,,234.0
136941,6.0,,,,,11.0
136942,5.0,,,,,4.0
136945,2.0,,,,,
136966,3.0,,,,,1.0
136968,21.0,,,,,29.0
136970,1.0,,,,,2.0
136986,1.0,,,,,1.0
136989,137.0,,,,,210.0
136992,35.0,,,,,90.0
136995,1.0,,,,,1.0
136997,2.0,1.0,1.0,,,3.0
137001,431.0,7.0,3.0,1.0,1.0,673.0
137011,1.0,,,,,1.0
137014,156.0,,,,,227.0
137028,62.0,1.0,1.0,,,136.0
137039,3.0,,,,,2.0
137044,5.0,,,,,8.0
137049,2.0,,,,,3.0
137054,1023.0,10.0,7.0,,6.0,1818.0
137062,23.0,,,,,32.0
137070,59.0,,,,,77.0
137088,198.0,3.0,5.0,,,311.0
137091,887.0,21.0,9.0,2.0,5.0,1187.0
137095,,,,,,3.0
137099,48.0,,,,,50.0
137100,16081.0,366.0,161.0,29.0,58.0,26623.0
137107,3.0,,,,,6.0
137111,339.0,5.0,5.0,,1.0,493.0
137118,9.0,,,,,9.0
137121,2.0,,,,,4.0
137124,2.0,,,,,4.0
137128,442.0,14.0,5.0,,1.0,622.0
137129,3629.0,95.0,50.0,6.0,20.0,5318.0
137133,67.0,,,,,146.0
137135,168.0,,,,,242.0
137136,2.0,,,,,7.0
137138,17.0,,,,,64.0
137146,4.0,,,,,4.0
137149,218.0,7.0,3.0,,1.0,376.0
137151,7.0,,,,,19.0
137155,24.0,,,,,46.0
137163,6.0,1.0,1.0,,,14.0
137166,364.0,4.0,4.0,,2.0,549.0
137176,6.0,,,,,9.0
137180,3.0,,,,,19.0
137187,6.0,,,,,7.0
137193,951.0,23.0,14.0,,8.0,1484.0
137196,11990.0,426.0,214.0,64.0,67.0,20421.0
137202,310.0,1.0,1.0,,,543.0
137205,252.0,1.0,1.0,,,405.0
137206,900.0,17.0,10.0,2.0,2.0,1501.0
137216,2.0,,,,,4.0
137219,555.0,13.0,5.0,,1.0,879.0
137220,6.0,,,,,22.0
137221,64.0,3.0,,,,71.0
137230,7.0,,,,,16.0
137233,2.0,,,,,6.0
137236,8.0,,,,,9.0
137239,77.0,1.0,1.0,,,100.0
137244,49.0,,,,,66.0
137245,6.0,,,,,6.0
137266,140.0,2.0,2.0,,2.0,225.0
137268,173.0,1.0,1.0,,,252.0
137270,1.0,,,,,3.0
137272,18.0,,,,,35.0
137273,,,,,,13.0
137285,,,,,,46.0
137289,2.0,,,,,4.0
137290,8.0,,,,,11.0
137300,1.0,,,,,2.0
137311,36.0,,,,,86.0
137316,151.0,4.0,1.0,,,247.0
137318,6.0,,,,,9.0
137320,16.0,2.0,,,,23.0
137323,741.0,15.0,12.0,,2.0,1175.0
137328,6607.0,151.0,111.0,4.0,39.0,10052.0
137332,343.0,20.0,12.0,2.0,4.0,888.0
137341,54.0,1.0,,,,90.0
137342,195.0,3.0,4.0,,,331.0
137347,2.0,,,,,2.0
137360,31.0,1.0,1.0,,,55.0
137362,22.0,,,,,45.0
137363,116.0,2.0,1.0,,,202.0
137380,36.0,2.0,1.0,,,58.0
137382,8.0,,,,,11.0
137385,309.0,,,,1.0,456.0
137399,234.0,7.0,6.0,,,303.0
137410,1.0,,,,,2.0
137411,3443.0,,,,21.0,5127.0
137413,30.0,,1.0,,,50.0
137418,89.0,,,,,155.0
137436,2.0,,,,,2.0
137452,8.0,,,,,11.0
137465,,,,,10.0,5285.0
137487,1.0,,,,,
137492,,1.0,1.0,,,6.0
137499,9.0,,,,,18.0
137505,53.0,,,,2.0,106.0
137517,36.0,3.0,1.0,,,61.0
137532,9.0,1.0,,,,14.0
137535,248.0,6.0,6.0,,2.0,388.0
137536,324.0,2.0,3.0,,2.0,376.0
137537,12.0,,,,,21.0
137546,1.0,,,,,
137549,1.0,,,,,1.0
137551,201.0,6.0,3.0,1.0,1.0,313.0
137573,,,,,,4.0
137575,,,,,,18.0
137579,4.0,,,,,5.0
137584,98.0,5.0,4.0,,2.0,177.0
137592,65.0,,,,,99.0
137606,441.0,23.0,11.0,1.0,4.0,751.0
137609,11.0,,,,,24.0
137620,1048.0,14.0,7.0,,5.0,1708.0
137625,1.0,,,,,1.0
137626,535.0,14.0,7.0,1.0,5.0,856.0
137629,1544.0,19.0,12.0,,6.0,2308.0
137633,71.0,,,,,59.0
137636,10575.0,457.0,244.0,28.0,59.0,16520.0
137642,,,,,,9.0
137643,1.0,,,,,1.0
137651,45.0,,,,,97.0
137667,2.0,,,,,5.0
137676,2.0,,,,,3.0
137677,,,,,,2.0
137692,1.0,,,,,
137701,308.0,2.0,,,1.0,504.0
137709,10.0,,,,,14.0
137712,1344.0,35.0,17.0,3.0,13.0,1910.0
137722,10.0,,,,,16.0
137741,3.0,,,,,6.0
137742,6.0,,,,,8.0
137746,23.0,,,,,31.0
137752,1785.0,13.0,4.0,1.0,2.0,2787.0
137756,179.0,3.0,2.0,,1.0,250.0
137763,3.0,,,,,9.0
137779,2.0,,,,,
137781,29.0,,,,,39.0
137782,33.0,,1.0,,,56.0
137785,35.0,,,,,56.0
137789,99.0,,,,,120.0
137795,1107.0,32.0,16.0,1.0,8.0,1559.0
137796,13.0,,,,,18.0
137803,17.0,,,,,15.0
137805,39930.0,962.0,561.0,54.0,194.0,64631.0
137814,2.0,,,,,3.0
137818,1.0,,,,,2.0
137824,21.0,1.0,,,,28.0
137826,1.0,,,,,2.0
137830,98.0,,,,,129.0
137831,7.0,,,,,5.0
137833,147.0,2.0,2.0,,,233.0
137835,8.0,,,,,20.0
137838,11.0,,,,,13.0
137842,383.0,6.0,5.0,,1.0,549.0
137850,6.0,,,,,6.0
137859,1.0,,,,,1.0
137875,4.0,,,,,4.0
137876,3.0,,,,,4.0
137877,234.0,3.0,3.0,,,361.0
137880,54.0,,,,,80.0
137883,960.0,7.0,3.0,,,1872.0
137891,1.0,,,,,2.0
137898,8.0,,,,,28.0
137899,209.0,3.0,1.0,,1.0,270.0
137904,155.0,2.0,4.0,,1.0,240.0
137905,499.0,13.0,3.0,1.0,1.0,617.0
137906,7.0,,,,,15.0
137923,4.0,,,,,4.0
137924,122.0,4.0,5.0,,3.0,207.0
137929,3970.0,74.0,39.0,3.0,20.0,6043.0
137935,3.0,,,,,7.0
137937,239.0,,2.0,,,406.0
137950,1.0,,,,,
137955,9.0,,,,,9.0
137972,2.0,,,,,14.0
137977,26.0,,,,,43.0
137997,5.0,,,,,4.0
137999,6.0,,,,,13.0
138002,2.0,,,,,4.0
138004,1.0,,,,,1.0
138009,12.0,,,,1.0,23.0
138013,897.0,22.0,12.0,2.0,4.0,1367.0
138024,127.0,4.0,1.0,,1.0,168.0
138026,7.0,,,,1.0,16.0
138027,507.0,3.0,4.0,,2.0,1130.0
138031,6.0,2.0,1.0,,,10.0
138037,32325.0,1008.0,545.0,137.0,124.0,51395.0
138039,39.0,3.0,,,,56.0
138041,1829.0,24.0,14.0,2.0,10.0,3288.0
138042,55.0,,,,,126.0
138045,1.0,,,,,
138064,25.0,,,,,48.0
138068,3.0,,,,,5.0
138074,10.0,1.0,1.0,,1.0,24.0
138075,18.0,,,,,29.0
138080,2868.0,57.0,10.0,3.0,16.0,5265.0
138082,99.0,1.0,,,,97.0
138091,86.0,,,,1.0,119.0
138106,229.0,12.0,2.0,,2.0,401.0
138108,30.0,1.0,,,,70.0
138111,4.0,,,,,2.0
138122,558.0,1.0,,,4.0,950.0
138124,220.0,6.0,,,,242.0
138125,121.0,4.0,2.0,,1.0,193.0
138132,45.0,1.0,,,,60.0
138136,64.0,,,,1.0,95.0
138143,1.0,,,,,
138146,74.0,2.0,2.0,,,123.0
138151,25191.0,827.0,333.0,52.0,209.0,39508.0
138154,4.0,,,,,6.0
138170,4.0,,,,,8.0
138172,35.0,4.0,3.0,,,70.0
138178,9.0,,,,,19.0
138181,197.0,7.0,3.0,,,305.0
138182,41.0,,,,1.0,149.0
138183,105.0,,,,,182.0
138184,1752.0,1.0,,,8.0,2507.0
138186,1.0,,,,,
138194,194.0,1.0,1.0,,1.0,416.0
138200,100.0,,,,1.0,109.0
138201,1.0,,,,,1.0
138203,2.0,,,,,4.0
138207,16.0,1.0,,,,17.0
138208,4.0,,,,,6.0
138211,14.0,,,,,25.0
138237,30.0,,,,,47.0
138240,586.0,,,,2.0,885.0
138244,3.0,,,,,6.0
138247,57.0,,,,,111.0
138252,214.0,17.0,7.0,1.0,,384.0
138254,1.0,,,,,
138255,2.0,,,,,2.0
138261,4.0,,,,,3.0
138271,232.0,8.0,7.0,,,317.0
138272,267.0,5.0,2.0,,2.0,446.0
138274,10.0,,,,1.0,16.0
138285,419.0,,,,2.0,592.0
138288,1.0,,,,,
138289,6424.0,154.0,59.0,,45.0,12064.0
138309,5.0,,,,,12.0
138310,1920.0,52.0,32.0,2.0,5.0,2708.0
138314,7.0,,,,,11.0
138318,655.0,24.0,16.0,,7.0,1065.0
138321,48.0,,,,,68.0
138330,6.0,,1.0,,,8.0
138334,70.0,,,,,120.0
138336,45.0,2.0,1.0,,,91.0
138337,12.0,,,,,17.0
138343,80.0,,,,,116.0
138354,127.0,2.0,,,,180.0
138362,1.0,,,,,1.0
138366,94.0,1.0,,,1.0,186.0
138368,46.0,,,,,56.0
138374,1393.0,28.0,17.0,,2.0,2198.0
138384,1.0,,,,,1.0
138385,1.0,,,,,
138392,4.0,,,,,6.0
138393,34.0,2.0,1.0,,,65.0
138396,3.0,,,,,2.0
138397,170.0,,,,,243.0
138403,158.0,,,,2.0,242.0
138408,1487.0,58.0,26.0,12.0,12.0,2882.0
138416,329.0,,,,,488.0
138419,10.0,,,,,18.0
138434,6560.0,164.0,87.0,2.0,28.0,12223.0
138440,2.0,,,,,3.0
138442,434.0,19.0,14.0,1.0,3.0,650.0
138447,304.0,6.0,4.0,,3.0,430.0
138456,37.0,2.0,,,,45.0
138461,5.0,,,,,10.0
138465,451.0,1.0,1.0,,1.0,885.0
138469,29.0,2.0,1.0,,,80.0
138472,15.0,,,,,23.0
138474,38.0,,,,,49.0
138491,12.0,,,,,12.0
138493,572.0,6.0,,,,1040.0
138505,62.0,,,,,98.0
138509,380.0,15.0,11.0,,2.0,577.0
138511,1.0,,,,,1.0
138518,134.0,2.0,1.0,,1.0,205.0
138527,1.0,,,,,
138547,30.0,1.0,,,,50.0
138550,10.0,,,,,11.0
138555,63.0,,,,,109.0
138559,2.0,,,,,2.0
138563,52.0,,,,,98.0
138570,,2.0,4.0,,,
138575,,,,,,8.0
138580,714.0,23.0,12.0,2.0,2.0,1420.0
138591,22.0,1.0,,,,38.0
138592,21.0,,,,,39.0
138595,14.0,,,,,36.0
138596,145.0,5.0,2.0,,,266.0
138604,388.0,12.0,5.0,,3.0,541.0
138613,313.0,7.0,2.0,,,379.0
138614,1.0,,,,,1.0
138616,40.0,,1.0,,,68.0
138618,116.0,3.0,2.0,,1.0,198.0
138621,7.0,,,,,4.0
138627,2.0,,,,,3.0
138630,117.0,,,,,330.0
138631,245.0,4.0,,,1.0,287.0
138636,52.0,,,,,84.0
138638,152.0,4.0,2.0,,,314.0
138639,292.0,3.0,1.0,,3.0,517.0
138642,184.0,2.0,1.0,,1.0,244.0
138644,345.0,10.0,4.0,3.0,2.0,407.0
138645,1.0,,,,,
138651,1171.0,16.0,13.0,1.0,5.0,2066.0
138657,272.0,7.0,2.0,,2.0,688.0
138674,1062.0,11.0,3.0,,5.0,2007.0
138676,2621.0,83.0,45.0,1.0,11.0,3729.0
138678,5.0,,,,,10.0
138683,16.0,2.0,,,,16.0
138684,3834.0,107.0,56.0,3.0,15.0,6108.0
138689,883.0,33.0,12.0,3.0,4.0,1559.0
138690,403.0,10.0,3.0,2.0,,930.0
138693,4.0,,,,,15.0
138703,34.0,,,,,50.0
138709,43.0,,,,,75.0
138718,369.0,7.0,3.0,1.0,4.0,564.0
138727,769.0,20.0,10.0,3.0,5.0,1829.0
138730,5.0,,,,1.0,2.0
138732,358.0,14.0,8.0,1.0,3.0,603.0
138733,4.0,8.0,1.0,,,21.0
138735,64.0,,,,1.0,84.0
138739,7.0,4.0,,,,12.0
138755,71.0,2.0,1.0,,1.0,116.0
138761,53.0,2.0,1.0,,2.0,127.0
138769,193.0,,,,,352.0
138773,53.0,1.0,1.0,,,119.0
138774,74.0,6.0,,1.0,1.0,164.0
138778,33414.0,1444.0,587.0,83.0,224.0,55061.0
138782,150.0,3.0,4.0,,3.0,264.0
138793,5.0,,,,,7.0
138805,2.0,,,,,
138806,9.0,1.0,1.0,,,38.0
138811,16.0,,,,1.0,26.0
138815,12.0,,,,,22.0
138842,222.0,9.0,2.0,,1.0,311.0
138844,1.0,,,,,
138845,1.0,,,,,
138853,9241.0,301.0,124.0,18.0,69.0,15384.0
138870,3.0,,,,,1.0
138876,168.0,3.0,1.0,,1.0,254.0
138878,12.0,,,,,17.0
138884,36.0,,1.0,,,54.0
138885,852.0,17.0,7.0,,2.0,1462.0
138892,14.0,,,,,21.0
138908,4.0,,,,,4.0
138911,270.0,1.0,1.0,,2.0,372.0
138913,142.0,10.0,16.0,,,256.0
138921,283.0,4.0,2.0,,2.0,504.0
138922,30.0,2.0,2.0,,1.0,46.0
138923,2.0,,,,,14.0
138926,2.0,,,,,3.0
138929,3.0,,,,,9.0
138935,1.0,,,,,
138939,2.0,,,,,1.0
138940,241.0,,,,1.0,294.0
138947,2.0,,,,,4.0
138952,31.0,2.0,1.0,,,41.0
138954,2.0,,,,,3.0
138980,121.0,1.0,1.0,,,138.0
138981,2554.0,,,,11.0,5318.0
138986,3030.0,8.0,13.0,,22.0,4721.0
138990,2.0,,,,,3.0
139009,6.0,,,,,12.0
139014,46.0,,,,1.0,89.0
139017,30.0,,,,,42.0
139018,3656.0,115.0,50.0,4.0,10.0,5063.0
139031,3.0,,,,,5.0
139053,5.0,,,,,8.0
139065,6.0,,,,,6.0
139077,199.0,3.0,3.0,,1.0,295.0
139080,2.0,,,,,4.0
139087,7013.0,147.0,82.0,5.0,42.0,11397.0
139090,1.0,,,,,1.0
139094,1184.0,13.0,8.0,,6.0,1896.0
139096,1.0,,,,,1.0
139100,43.0,,,,,77.0
139102,40.0,,,18.0,,52.0
139111,117.0,,,,2.0,161.0
139113,,,,,,4.0
139116,1.0,,,,,
139119,8133.0,198.0,86.0,27.0,80.0,16363.0
139129,204.0,2.0,1.0,,,353.0
139135,12.0,,,,,13.0
139167,356.0,,1.0,,1.0,589.0
139168,179.0,,,,2.0,419.0
139171,130.0,2.0,3.0,,,191.0
139174,834.0,28.0,14.0,5.0,12.0,1329.0
139177,13.0,,,,,24.0
139181,10.0,1.0,1.0,,,12.0
139191,2.0,,,,,6.0
139200,1.0,,,,,
139209,1.0,,,,,
139210,4.0,,,,,8.0
139212,2.0,,,,,3.0
139239,6.0,,,,,6.0
139255,48.0,,,2.0,,59.0
139261,18.0,,,,,28.0
139262,22.0,,,,,28.0
139272,1930.0,83.0,51.0,6.0,14.0,2884.0
139277,2.0,,,,,2.0
139287,3438.0,87.0,41.0,2.0,25.0,5728.0
139293,665.0,17.0,10.0,2.0,3.0,1096.0
139309,45.0,2.0,1.0,,1.0,71.0
139310,262.0,1.0,1.0,,2.0,364.0
139312,310.0,,,,,455.0
139315,118.0,1.0,,,,237.0
139321,3.0,,,,,1.0
139322,1.0,,,,,2.0
139326,49.0,,,,,87.0
139327,29.0,3.0,,,,47.0
139340,112.0,,,,,129.0
139345,2.0,,,,,3.0
139346,58.0,1.0,1.0,,3.0,113.0
139359,23.0,,,,,45.0
139360,5.0,,,,,10.0
139373,73.0,,1.0,,,126.0
139382,48.0,,,,,145.0
139383,1.0,,,,,1.0
139384,168.0,1.0,1.0,,1.0,248.0
139389,292.0,6.0,1.0,,3.0,394.0
139413,6.0,,,,,10.0
139418,60.0,,1.0,,,89.0
139419,4.0,,,,,10.0
139429,382.0,18.0,7.0,1.0,,609.0
139431,1.0,,,,,
139435,37.0,,1.0,,,105.0
139448,4596.0,68.0,15.0,,39.0,8654.0
139449,1.0,,,,,
139451,10.0,,,,,17.0
139452,12.0,,,,,14.0
139462,4.0,,,,,7.0
139464,32.0,,,,,70.0
139483,2861.0,66.0,33.0,1.0,23.0,5053.0
139486,625.0,14.0,8.0,4.0,2.0,989.0
139509,117.0,2.0,3.0,,1.0,399.0
139531,97.0,,,,,146.0
139535,17.0,1.0,,,,33.0
139539,355.0,5.0,1.0,,2.0,551.0
139557,2.0,,,,,2.0
139559,1006.0,57.0,23.0,3.0,5.0,1451.0
139565,2750.0,43.0,19.0,,20.0,5364.0
139567,2822.0,98.0,61.0,9.0,30.0,4430.0
139571,3.0,,,,,2.0
139576,3.0,,,,,4.0
139585,2948.0,124.0,66.0,7.0,10.0,4393.0
139586,5676.0,118.0,60.0,3.0,35.0,8508.0
139588,22.0,2.0,,,,43.0
139594,485.0,16.0,9.0,2.0,6.0,1004.0
139595,2.0,,,,,
139600,60.0,2.0,1.0,,,105.0
139603,12.0,,,,,23.0
139609,141.0,,,,,493.0
139615,10.0,,,,,14.0
139616,1.0,,,,,
139617,16.0,,,,,13.0
139619,68.0,1.0,,,,96.0
139620,719.0,26.0,12.0,2.0,5.0,1023.0
139626,2.0,,,,,6.0
139636,3.0,,,,,9.0
139638,321.0,6.0,2.0,,2.0,640.0
139640,36.0,3.0,1.0,1.0,3.0,62.0
139648,39798.0,1458.0,747.0,80.0,261.0,62859.0
139653,8.0,,,,,6.0
139654,611.0,9.0,8.0,1.0,2.0,877.0
139659,242.0,3.0,2.0,,1.0,342.0
139660,58.0,,,,,114.0
139670,3.0,,,,,2.0
139680,236.0,,,,,398.0
139681,693.0,30.0,11.0,1.0,3.0,1158.0
139685,56.0,,,,,177.0
139687,2.0,,,,,4.0
139695,1319.0,20.0,9.0,,8.0,1717.0
139697,135.0,3.0,1.0,,1.0,201.0
139704,93.0,1.0,1.0,,,205.0
139706,2.0,,,,,1.0
139716,35.0,,,,,40.0
139722,15.0,,,,,15.0
139731,10.0,1.0,,1.0,,13.0
139736,71.0,,,,,260.0
139740,2.0,,,,,1.0
139742,11.0,2.0,,,,28.0
139744,47.0,1.0,1.0,,,59.0
139749,3.0,,,,,9.0
139752,185.0,,,,,322.0
139756,4.0,,,,,7.0
139760,2158.0,22.0,20.0,,13.0,3321.0
139764,4.0,,,,,9.0
139768,54.0,,,,,75.0
139771,3.0,,,,,1.0
139779,36.0,1.0,,,,44.0
139792,2.0,,,,,2.0
139794,48.0,1.0,1.0,,,89.0
139795,16.0,,,,,48.0
139818,222.0,3.0,2.0,,1.0,340.0
139825,12.0,,,,,31.0
139828,2.0,,,,,9.0
139831,30.0,1.0,,,,22.0
139834,198.0,11.0,2.0,1.0,3.0,322.0
139836,1.0,,,,,2.0
139840,17192.0,512.0,258.0,89.0,83.0,27323.0
139847,4416.0,94.0,56.0,10.0,23.0,6562.0
139848,24.0,,,,,29.0
139849,1.0,,,,,2.0
139853,81.0,,,,,147.0
139856,551.0,2.0,2.0,,5.0,1085.0
139859,33.0,3.0,,,,40.0
139866,163.0,7.0,,1.0,,326.0
139877,6.0,,,,,7.0
139882,2.0,,,,,5.0
139883,1228.0,35.0,20.0,2.0,7.0,1952.0
139885,10.0,,,,,14.0
139902,47.0,,,,,69.0
139906,1.0,,,,,1.0
139916,5.0,,,,,9.0
139930,7.0,,,,,12.0
139931,17.0,,,,,29.0
139941,427.0,11.0,7.0,2.0,1.0,500.0
139945,531.0,3.0,1.0,,1.0,828.0
139948,703.0,12.0,9.0,1.0,1.0,1311.0
139950,246.0,8.0,4.0,,2.0,393.0
139968,212.0,4.0,2.0,,1.0,329.0
139971,4.0,,,,1.0,7.0
139980,2.0,,,,,4.0
139986,1710.0,45.0,27.0,4.0,6.0,2732.0
139998,1123.0,48.0,26.0,9.0,6.0,3379.0
139999,271.0,7.0,3.0,,1.0,391.0
140001,15.0,,,,,30.0
140003,7.0,,,,,11.0
140005,3.0,,,,,3.0
140011,5.0,,,,,5.0
140012,817.0,4.0,2.0,1.0,10.0,1479.0
140014,5.0,,,,,7.0
140015,10047.0,200.0,86.0,5.0,44.0,15354.0
140017,1.0,,,,,1.0
140018,4.0,,,,,7.0
140029,17820.0,548.0,299.0,32.0,88.0,29838.0
140031,38.0,,,,2.0,84.0
140032,8.0,,,,,11.0
140033,2.0,,,,,4.0
140034,2877.0,76.0,35.0,2.0,11.0,4499.0
140040,1.0,,,,,1.0
140042,1330.0,64.0,36.0,1.0,9.0,1891.0
140043,140.0,,,,1.0,253.0
140044,3.0,,,,,2.0
140061,622.0,17.0,11.0,1.0,1.0,1131.0
140064,12.0,,,,,17.0
140072,54.0,1.0,1.0,,,77.0
140088,,2.0,,,,
140104,64.0,2.0,1.0,,,106.0
140105,2.0,,,,,4.0
140106,2.0,,,,,9.0
140114,776.0,1.0,1.0,,4.0,1243.0
140115,51.0,3.0,1.0,,,124.0
140116,1142.0,4.0,7.0,1.0,6.0,1876.0
140121,3461.0,83.0,39.0,4.0,32.0,6269.0
140137,92.0,,,,1.0,140.0
140144,6.0,,,,,8.0
140154,316.0,3.0,2.0,,1.0,456.0
140156,1.0,,,,,1.0
140163,286.0,3.0,2.0,,1.0,469.0
140166,4496.0,78.0,21.0,2.0,21.0,7879.0
140168,198.0,6.0,4.0,1.0,1.0,287.0
140170,169.0,,,,,259.0
140179,101.0,2.0,1.0,,,107.0
140183,176.0,4.0,4.0,,,386.0
140186,9.0,1.0,,,,12.0
140198,574.0,13.0,5.0,2.0,2.0,908.0
140200,1.0,1.0,,,,3.0
140203,9269.0,282.0,133.0,27.0,70.0,17042.0
140216,154.0,4.0,1.0,,,235.0
140223,70.0,,,,,97.0
140236,204.0,5.0,4.0,,,333.0
140240,8.0,,,,,11.0
140249,2.0,,,,,4.0
140252,1.0,,,,,1.0
140253,433.0,9.0,3.0,1.0,3.0,689.0
140256,10.0,,,,,13.0
140262,264.0,15.0,7.0,,2.0,603.0
140266,601.0,14.0,5.0,,3.0,1034.0
140267,2.0,,,,,7.0
140268,322.0,,,,3.0,583.0
140272,11.0,,,,,12.0
140276,2.0,,,,,3.0
140277,3.0,,,,,6.0
140278,21.0,,,,,30.0
140281,644.0,24.0,11.0,1.0,3.0,1125.0
140286,1.0,,,,,2.0
140289,1.0,,,,,1.0
140297,31.0,,,,,69.0
140300,338.0,,,,2.0,526.0
140306,13.0,,,,,19.0
140309,4772.0,79.0,61.0,1.0,14.0,6960.0
140315,66.0,,,,,106.0
140318,65.0,1.0,2.0,,,94.0
140321,33.0,,,,,57.0
140323,88.0,,2.0,,,146.0
140330,8.0,,,,,5.0
140344,1.0,,,,,
140351,1.0,,,,,1.0
140357,6.0,,,,,23.0
140359,750.0,18.0,8.0,,6.0,1273.0
140371,31.0,,,,,78.0
140380,19.0,,,,2.0,56.0
140389,265.0,6.0,2.0,1.0,3.0,366.0
140391,371.0,12.0,7.0,1.0,2.0,695.0
140397,175.0,4.0,2.0,1.0,,353.0
140399,154.0,,,,,254.0
140401,17.0,,,,,17.0
140412,6172.0,179.0,103.0,6.0,24.0,11388.0
140415,10.0,1.0,1.0,,,13.0
140418,1.0,,,,,2.0
140423,245.0,,,,,427.0
140438,10.0,,,,,15.0
140446,13.0,,,,,21.0
140454,4.0,,,,,4.0
140458,14142.0,450.0,240.0,28.0,120.0,23814.0
140460,144.0,,1.0,,2.0,168.0
140464,89.0,6.0,,,,134.0
140465,1.0,,,,,1.0
140468,6.0,,,,,21.0
140475,10.0,2.0,1.0,,,19.0
140477,629.0,11.0,6.0,,,1053.0
140486,116.0,,,,1.0,157.0
140489,34.0,5.0,,1.0,,115.0
140495,2.0,,,,,2.0
140500,16.0,,,,,27.0
140507,39.0,2.0,1.0,,1.0,78.0
140509,3.0,,,,,3.0
140511,318.0,,,,,531.0
140520,3545.0,103.0,59.0,11.0,20.0,5427.0
140528,2.0,,,,,7.0
140540,12.0,,,,,20.0
140541,435.0,8.0,3.0,,1.0,619.0
140558,785.0,4.0,5.0,,3.0,1203.0
140562,1.0,,,,,1.0
140567,172.0,,,,,194.0
140569,80.0,1.0,,,1.0,113.0
140573,113.0,,1.0,,1.0,139.0
140574,2.0,,,,,4.0
140576,,,,,,5.0
140577,3.0,,,,,2.0
140587,210.0,,,,,336.0
140588,167.0,10.0,4.0,1.0,,312.0
140598,832.0,29.0,9.0,3.0,3.0,1507.0
140599,1.0,,,,,
140602,430.0,9.0,4.0,,2.0,755.0
140606,11.0,,,,,13.0
140610,174.0,3.0,1.0,,,182.0
140618,27.0,,,,,52.0
140620,,,,,,3.0
140626,12.0,,,,,25.0
140631,2.0,,,,,2.0
140645,6.0,,,,1.0,23.0
140654,2.0,,,,,3.0
140661,89.0,,,,1.0,95.0
140667,3982.0,69.0,42.0,3.0,14.0,6036.0
140668,272.0,,,,1.0,466.0
140670,1.0,,,,,2.0
140683,743.0,27.0,16.0,2.0,5.0,1210.0
140684,38.0,,,,,52.0
140686,589.0,18.0,6.0,,6.0,1048.0
140687,15738.0,376.0,188.0,20.0,74.0,28799.0
140689,720.0,13.0,10.0,1.0,8.0,1124.0
140702,1566.0,21.0,21.0,,7.0,2331.0
140703,6.0,,,,,9.0
140713,1.0,,,,,
140716,75.0,,,,,110.0
140717,12.0,,,,,18.0
140721,42.0,1.0,1.0,,,69.0
140730,20.0,,,,,21.0
140733,117.0,1.0,1.0,,1.0,152.0
140736,89.0,,,,,200.0
140741,33310.0,855.0,393.0,70.0,145.0,53146.0
140753,11.0,1.0,,,,16.0
140760,1.0,,,,,
140763,2.0,,,,,13.0
140765,25.0,,,,,28.0
140766,25.0,,,,,39.0
140777,8.0,,,,,38.0
140778,2.0,,,,,4.0
140782,,,,,,4.0
140797,110.0,1.0,,,,135.0
140807,31400.0,870.0,359.0,31.0,175.0,48357.0
140811,49.0,,,,,79.0
140828,3.0,,,,,5.0
140829,1410.0,75.0,34.0,4.0,8.0,2208.0
140835,2.0,,,,,4.0
140840,101.0,6.0,,,1.0,202.0
140842,275.0,,,7.0,,366.0
140857,88.0,1.0,,,,115.0
140864,8.0,,,,,16.0
140869,4.0,,,,,1.0
140874,716.0,14.0,7.0,,1.0,1086.0
140876,7.0,,,,,8.0
140879,1.0,,,,,1.0
140887,13.0,,,,,28.0
140889,2.0,,,,,1.0
140895,107.0,,,,,129.0
140902,5.0,,,,,14.0
140904,143.0,1.0,2.0,,,210.0
140905,30.0,2.0,1.0,,,57.0
140908,204.0,1.0,,,,313.0
140915,1237.0,41.0,14.0,,7.0,2084.0
140917,1636.0,22.0,10.0,,10.0,2319.0
140921,33226.0,1079.0,536.0,71.0,174.0,55070.0
140935,5.0,,,,,8.0
140944,2869.0,99.0,64.0,12.0,20.0,4524.0
140963,17.0,,,,,20.0
140967,138.0,1.0,,1.0,,208.0
140974,10.0,,,,,14.0
140989,1.0,,,,,1.0
140991,183.0,5.0,2.0,,,344.0
140995,39.0,2.0,1.0,,1.0,60.0
140996,2948.0,76.0,46.0,5.0,8.0,4730.0
140997,2.0,,,,,2.0
141012,727.0,24.0,15.0,,3.0,1074.0
141021,267.0,7.0,2.0,2.0,,513.0
141027,12.0,1.0,1.0,,,27.0
141039,1208.0,22.0,11.0,,6.0,1948.0
141062,15.0,,,,,31.0
141064,331.0,17.0,6.0,1.0,,426.0
141069,381.0,,,,2.0,818.0
141070,135.0,,,,,240.0
141075,44.0,,,,,66.0
141077,1.0,,,,,2.0
141084,1.0,,,,,
141085,6.0,,,,,4.0
